'bout	ˈba͡ʊt
acknowledgments	ækˈnɑːlɪdʒmənts
ackroyd	ˈæˌkɹɔɪd
ackroyd's	ˈæˌkɹɔɪdz
acm	ˌeɪˌsiːˈɛm
acmat	ˈækmæt
acmat's	ˈækmæts
acme	ˈækmiː
acme's	ˈækmiːz
acne	ˈækniː
acocella	ɑːkoʊˈtʃɛlə
acoff	ˈækɔːf
acog	əˈkɔːɡ
acolyte	ˈækəˌla͡ɪt
acolytes	ˈækəˌla͡ɪts
acomb	ˈeɪkəm
acomb(2)	ˈjækəm
acord	əˈkɔːɹd
acordia	əˈkɔːɹdiːə
acorn	ˈeɪkɔːɹn
acorn's	ˈeɪkɔːɹnz
acorns	ˈeɪkɔːɹnz
acosta	əˈkɔːstə
acott	ˈeɪkɔːt
acoustic	əˈkuːstɪk
acoustical	əˈkuːstɪkəl
acoustically	əˈkuːstɪkliː
acoustics	əˈkuːstɪks
acquaint	əˈkweɪnt
acquaintance	əˈkweɪntəns
acquaintances	əˈkweɪntənsɪz
acquaintanceship	əˈkweɪntənsʃɪp
acquainted	əˈkweɪntɪd
acquainted(2)	əˈkweɪnɪd
acquaviva	ɑːkwɑːˈviːvə
acquiesce	ˌækwiːˈɛs
acquiesced	ˌækwiːˈɛst
acquiescence	ˌækwiːˈɛsəns
acquiescent	ˌækwiːˈɛsənt
acquiescing	ˌækwiːˈɛsɪŋ
acquire	əˈkwa͡ɪɚ
acquired	əˈkwa͡ɪɚd
acquirer	əˈkwa͡ɪɚɚ
acquirer's	əˈkwa͡ɪɚɚz
acquirers	əˈkwa͡ɪɚɚz
acquires	əˈkwa͡ɪɚz
acquiring	əˈkwa͡ɪɹɪŋ
acquiring(2)	əˈkwa͡ɪɚɪŋ
acquisition	ˌækwəˈzɪʃən
acquisition's	ˌækwəˈzɪʃənz
acquisitions	ˌækwəˈzɪʃənz
acquisitive	əˈkwɪzətɪv
acquit	əˈkwɪt
acquitaine	ˈækwɪˌteɪn
acquits	əˈkwɪts
acquittal	əˈkwɪtəl
acquittals	əˈkwɪtəlz
acquitted	əˈkwɪtɪd
acquitting	əˈkwɪtɪŋ
acre	ˈeɪkɚ
acreage	ˈeɪkɚɪdʒ
acreage(2)	ˈeɪkɹədʒ
acree	əˈkɹiː
acres	ˈeɪkɚz
acrey	ˈækɹiː
acri	ˈɑːkɹiː
acrid	ˈækɹɪd
acrimonious	ˌækɹəˈmoʊniːəs
acrimony	ˈækɹɪˌmoʊniː
acro	ˈækɹoʊ
acrobat	ˈækɹəˌbæt
acrobatic	ˌækɹəˈbætɪk
acrobatics	ˌækɹəˈbætɪks
acrobats	ˈækɹəˌbæts
acrolein	ˈækɹoʊˌliːn
acronym	ˈækɹənɪm
acronyms	ˈækɹənɪmz
acropolis	əˈkɹɑːpələs
across	əˈkɹɔːs
acrylic	əˈkɹɪlɪk
acrylics	əˈkɹɪlɪks
act	ˈækt
act's	ˈækts
acta	ˈæktɑː
actava	ˌækˈtɑːvə
actava's	ˌækˈtɑːvəz
actavas	ˌækˈtɑːvəz
acted	ˈæktɪd
actel	ˈæktɛl
actigall	ˈæktɪɡɔːl
actin	ˈæktən
acting	ˈæktɪŋ
actinide	ˈæktɪˌna͡ɪd
actinidia	ˌæktɪˈnɪdiːə
actinomycosis	ˌækˌtɪnoʊˌma͡ɪˈkoʊsɪs
action	ˈækʃən
action's	ˈækʃənz
actionable	ˈækʃənəbəl
actions	ˈækʃənz
activase	ˈæktɪˌveɪz
activate	ˈæktəˌveɪt
activated	ˈæktəˌveɪtɪd
activates	ˈæktəˌveɪts
activating	ˈæktəˌveɪtɪŋ
activation	ˌæktəˈveɪʃən
activator	ˈæktəˌveɪtɚ
active	ˈæktɪv
active's	ˈæktɪvz
actively	ˈæktɪvliː
actives	ˈæktɪvz
activision	ˈæktɪˌvɪʒən
activism	ˈæktɪˌvɪzəm
activist	ˈæktəvəst
activist(2)	ˈæktɪvɪst
activists	ˈæktəvəsts
activists(2)	ˈæktɪvɪsts
activists'	ˈæktɪvɪsts
activities	ækˈtɪvətiːz
activities(2)	ækˈtɪvɪtiːz
activity	ækˈtɪvətiː
activity(2)	ækˈtɪvɪtiː
actmedia	æktˈmiːdiːə
actodine	ˈæktoʊˌda͡ɪn
acton	ˈæktən
actor	ˈæktɚ
actor's	ˈæktɚz
actors	ˈæktɚz
actors'	ˈæktɚz
actress	ˈæktɹəs
actress's	ˈæktɹəsɪz
actresses	ˈæktɹəsɪz
acts	ˈækts
acts(2)	ˈæks
actual	ˈæktʃəwəl
actual(2)	ˈækʃəl
actuality	ˌæktʃuːˈæləˌtiː
actualize	ˈækˌtʃuːəˌla͡ɪz
actually	ˈækˌtʃuːəliː
actually(2)	ˈæktʃliː
actually(3)	ˈækʃəliː
actuarial	ˌækˌtʃuːˈɛɹiːəl
actuaries	ˈækˌtʃuːˈɛˌɹiːz
actuary	ˈæktʃuːˈɛˌɹiː
actuate	ˈækˌtʃuːˈeɪt
actuator	ˈæktjuːˌeɪtɚ
actuator(2)	ˈæktʃuːˌeɪtɚ
actuators	ˈæktjuːˌeɪtɚz
actuators(2)	ˈæktʃuːˌeɪtɚz
actus	ˈæktəs
acuff	əˈkʌf
acuity	əˈkjuːətiː
acumen	əˈkjuːmən
acuna	ɑːˈkuːnə
acupuncture	ˈækjuːˌpʌŋktʃɚ
acura	ˈækjɚə
acura's	ˈækjɚəz
acuras	ˈækjɚəz
acuson	ˌæˈkjuːsən
acustar	ˈækjuːˌstɑːɹ
acusyst	ˈækjuːsɪst
acute	əˈkjuːt
acutely	əˈkjuːtliː
acuteness	əˈkjuːtnəs
acyclovir	əˈsɪkloʊˌvɪɹ
ad	ˈæd
ad's	ˈædz
ad-hoc	ˈædˈhɑːk
ad-lib	ˈædˈlɪb
ad-nauseam	ˈædˈnɔːziːɑːm
ad-nauseum	ˈædˈnɔːziːəm
ada	ˈeɪdə
ada's	ˈeɪdəz
adabel	ˈædəbɛl
adabelle	ˈædəbəl
adachi	ɑːˈdɑːkiː
adage	ˈædədʒ
adage(2)	ˈædɪdʒ
adagio	əˈdɑːʒiːˌoʊ
adah	ˈædɑː
adair	əˈdɛɹ
adaire	ɑːˈdɛɹ
adak	əˈdæk
adalah	ɑːˈdɑːlə
adalia	ɑːˈdɑːliːə
adam	ˈædəm
adam's	ˈædəmz
adamant	ˈædəmənt
adamantly	ˈædəməntliː
adamcik	ˈɑːdəmtʃɪk
adamczak	ˈɑːdəmtʃæk
adamczyk	ˈɑːdəmtʃɪk
adame	ɑːˈdɑːmiː
adamec	əˈdɑːmɪk
adamek	əˈdɑːmɛk
adames	əˈdeɪmz
adami	ɑːˈdɑːmiː
adamik	əˈdɑːmɪk
adamina	ɑːdɑːˈmiːnə
adamkus	ˈædəmkəs
adamo	ɑːˈdɑːmoʊ
adamowicz	əˈdɑːməvɪtʃ
adams	ˈædəmz
adams'	ˈædəmz
adams's	ˈædəmzɪz
adamski	əˈdæmˌskiː
adamson	ˈædəmsən
adamstown	ˈædəmˌsta͡ʊn
adan	ˈeɪdən
adapso	əˈdæpsoʊ
adapt	əˈdæpt
adaptability	əˌdæptəˈbɪlətiː
adaptable	əˈdæptəbəl
adaptaplex	əˈdæptəˌplɛks
adaptation	ˌædəpˈteɪʃən
adaptations	ˌædæpˈteɪʃənz
adaptations(2)	ˌædəpˈteɪʃənz
adaptec	əˈdæpˌtɛk
adaptec's	əˈdæpˌtɛks
adapted	əˈdæptɪd
adapter	əˈdæptɚ
adapters	əˈdæptɚz
adapting	əˈdæptɪŋ
adaptive	əˈdæptɪv
adaptor	əˈdæptɚ
adaptors	əˈdæptɚz
adapts	əˈdæpts
adar	əˈdɑːɹ
adarand	ˈædəˌɹænd
adare	əˈdɛɹ
adas	ˈeɪdəz
aday	əˈdeɪ
adaza	əˈdɑːzə
adblock	ˈædˌblɑːk
adcock	ədˈkɑːk
adcox	ədˈkɑːks
add	ˈæd
addair	əˈdɛɹ
addams	ˈædəmz
added	ˈædəd
added(2)	ˈædɪd
addendum	əˈdɛndəm
addendums	əˈdɛndəmz
addeo	ˈɑːdiːoʊ
adder	ˈædɚ
adderley	əˈdɜːliː
addicks	ˈædɪks
addict	əˈdɪkt
addict(2)	ˈæˌdɪkt
addicted	əˈdɪktɪd
addicting	əˈdɪktɪŋ
addiction	əˈdɪkʃən
addictions	əˈdɪkʃənz
addictive	əˈdɪktɪv
addicts	əˈdɪkts
addicts(2)	ˈæˌdɪkts
addidas	əˈdiːdəs
addidas'	əˈdiːdəs
addidas's	əˈdiːdəsɪz
addidases	əˈdiːdəsɪz
addie	ˈædiː
adding	ˈædɪŋ
addington	ˈædɪŋtən
addis	ˈɑːdɪs
addis-ababa	ˈɑːdɪsəˈbɑːbɑː
addis-ababa(2)	ˈɑːdiːsəˈbɑːbɑː
addison	ˈædəsən
addison(2)	ˈædɪsən
addison's	ˈædɪsənz
addition	əˈdɪʃən
additional	əˈdɪʃənəl
additional(2)	əˈdɪʃnəl
additionally	əˈdɪʃəˌnʌliː
additionally(2)	əˈdɪʃnəliː
additions	əˈdɪʃənz
additive	ˈædətɪv
additive(2)	ˈædɪtɪv
additives	ˈædətɪvz
additives(2)	ˈædɪtɪvz
addle	ˈædəl
addled	ˈædəld
addleman	ˈædəlmən
address	ˈæˌdɹɛs
address(2)	əˈdɹɛs
addressable	əˈdɹɛsəbəl
addressed	əˈdɹɛst
addressee	ˌædɹɛˈsiː
addresses	ˈæˈdɹɛsɪz
addresses(2)	əˈdɹɛsɪz
addressing	əˈdɹɛsɪŋ
adds	ˈædz
adduci	ɑːˈduːtʃiː
adduct	ˈædəkt
addwest	ˌæˈdwɛst
addy	ˈædiː
addyston	ˈædiːstən
ade	ˈeɪd
adee	əˈdiː
adel	əˈdɛl
adela	əˈdɛlə
adelaar	ˈædəˌlɑːɹ
adelaide	ˈædəˌleɪd
adelanto	ædəˈlɑːntoʊ
adelbert	əˈdɛlbɚt
adele	əˈdɛl
adele's	əˈdɛlz
adeline	ˈædəˌla͡ɪn
adelizzi	ˌædəˈliːziː
adell	əˈdɛl
adell's	əˈdɛlz
adelle	əˈdɛl
adelman	ˈædəlmən
adelman(2)	ˈɛdəlmən
adelmann	ˈædəlmən
adelpha	əˈdɛlfə
adelphi	əˈdɛlfiː
adelphia	əˈdɛlfiːə
adelphia's	əˈdɛlfiːəz
adelsberger	ˈædɪlzbɚɡɚ
adelson	ˈædəlsən
adelstein	ˈædəlsta͡ɪn
adelstein(2)	ˈædəlstiːn
aden	ˈeɪdən
adena	ˈædɪnə
adenauer	ˈeɪdəˌna͡ʊɹ
adenauer(2)	ˈædəˌna͡ʊɹ
adenine	ˈædəˌniːn
adenoid	ˈædəˌnɔɪd
adenoids	ˈædəˌnɔɪdz
adenoscan	əˈdɛnəˌskæn
adenosine	əˈdɛnəˌsiːn
adenovirus	əˈdɛnəˌva͡ɪɹəs
adept	əˈdɛpt
adequacy	ˈædəkwəsiː
adequate	ˈædəkwət
adequate(2)	ˈædəˌkweɪt
adequately	ˈædəkwətliː
adequately(2)	ˈædəkwɪtliː
ader	ˈeɪdɚ
aderhold	ˈædɚhoʊld
aderholt	ˈædɚhoʊlt
aderman	ˈædɚmən
ades	ˈeɪdz
adey	ˈeɪdiː
adger	ˈædʒɚ
adham	ˈædhæm
adhd	ˌeɪˌdiːˌeɪtʃˈdiː
adhere	ədˈhɪɹ
adhered	ædˈhɪɹd
adherence	ədˈhɪɹəns
adherent	ədˈhɪɹənt
adherents	ædˈhɪɹənts
adheres	ədˈhɪɹz
adhering	ədˈhɪɹɪŋ
adhesion	ædˈhiːʒən
adhesive	ædˈhiːsɪv
adhesive(2)	ədˈhiːsɪv
adhesives	ædˈhiːsɪvz
adhesives(2)	ədˈhiːsɪvz
adia	ˈɑːdiːə
adid	əˈdɪd
adidas	əˈdiːdəs
adidas's	əˈdiːdəsɪz
adieu	əˈduː
adin	əˈdɪn
adina	ɑːˈdiːnə
adine	ɑːˈdiːniː
adinolfi	ɑːdiːˈnoʊlfiː
adios	ˌɑːdiːˈoʊs
adipose	ˈædəˌpoʊs
adirondack	ˌædɚˈɑːndæk
adisq	əˈdɪsk
adisq(2)	ˈeɪdɪsk
adjacent	əˈdʒeɪsənt
adjani	ædˈdʒɑːniː
adjective	ˈædʒɪktɪv
adjectives	ˈædʒɪktɪvz
adjoin	əˈdʒɔɪn
adjoining	əˈdʒɔɪnɪŋ
adjoins	əˈdʒɔɪnz
adjourn	əˈdʒɜːn
adjourned	əˈdʒɜːnd
adjourning	əˈdʒɜːnɪŋ
adjournment	əˈdʒɜːnmənt
adjourns	əˈdʒɜːnz
adjudge	əˈdʒʌdʒ
adjudged	əˈdʒʌdʒd
adjudicate	əˈdʒuːdɪˌkeɪt
adjudicated	əˈdʒuːdəˌkeɪtɪd
adjudicating	əˈdʒuːdɪˌkeɪtɪŋ
adjudication	əˌdʒuːdəˈkeɪʃən
adjunct	ˈæˌdʒʌŋkt
adjuncts	ˈæˌdʒʌŋkts
adjust	əˈdʒʌst
adjustable	əˈdʒʌstəbəl
adjustables	əˈdʒʌstəbəlz
adjusted	əˈdʒʌstɪd
adjuster	əˈdʒʌstɚ
adjusters	əˈdʒʌstɚz
adjusting	əˈdʒʌstɪŋ
adjustment	əˈdʒʌstmənt
adjustments	əˈdʒʌstmənts
adjusts	əˈdʒʌsts
adjutant	ˈædʒətənt
adkins	ˈædkɪnz
adkinson	ˈædkɪnsən
adkison	ˈædkɪsən
adkisson	ˈædkɪsən
adl-tabataba	ˌɑːdəlˌtɑːbəˈtɑːbə
adl-tabatabai	ˌɑːdəlˌtɑːbəˌtʌˈba͡ɪ
adlai	ɑːdˈlɑːiː
adler	ˈædlɚ
adler's	ˈædlɚz
adlers	ˈædlɚz
adley	ˈædliː
adlon	ˈædlɑːn
adlong	ˈædlɔːŋ
adman	ˈædmən
admen	ˈædmən
admin	ˈædmɪn
administer	ədˈmɪnəstɚ
administered	ədˈmɪnəstɚd
administering	ædˈmɪnɪˌstɜːɪŋ
administers	ædˈmɪnɪstɚz
administrate	ædˈmɪnɪˌstɹeɪt
administrating	ədˈmɪnəˌstɹeɪtɪŋ
administration	ædˌmɪnɪˈstɹeɪʃən
administration's	ædˌmɪnɪˈstɹeɪʃənz
administrations	ædˌmɪnɪˈstɹeɪʃənz
administrations'	ædˌmɪnɪˈstɹeɪʃənz
administrative	ədˈmɪnəˌstɹeɪtɪv
administratively	ædˌmɪnəˈstɹeɪtɪvliː
administrator	ədˈmɪnəˌstɹeɪtɚ
administrator's	ædˈmɪnɪˌstɹeɪtɚz
administrators	ædˈmɪnɪˌstɹeɪtɚz
administrators'	ædˈmɪnəˌstɹeɪtɚz
admins	ədˈmɪnz
admins(2)	ˈædmɪnz
admira	ædˈma͡ɪɹə
admira's	ædˈma͡ɪɹəz
admirable	ˈædmɚəbəl
admirable(2)	ˈædmɹəbəl
admirably	ˈædmɚəbliː
admiral	ˈædmɚəl
admiral's	ˈædmɚəlz
admirals	ˈædmɚəlz
admiralty	ˈædmɚəltiː
admiration	ˌædmɚˈeɪʃən
admirations	ˌædmɚˈeɪʃənz
admire	ædˈma͡ɪɹ
admired	ədˈma͡ɪɚd
admirer	ædˈma͡ɪɹɚ
admirers	ədˈma͡ɪɹɚz
admires	ædˈma͡ɪɹz
admiring	ædˈma͡ɪɹɪŋ
admiringly	ædˈma͡ɪɹɪŋliː
admissibility	ədˌmɪsəˈbɪlətiː
admissible	ədˈmɪsəbəl
admission	ædˈmɪʃən
admission(2)	ədˈmɪʃən
admissions	ædˈmɪʃənz
admissions(2)	ədˈmɪʃənz
admit	ədˈmɪt
admits	ədˈmɪts
admittance	ədˈmɪtəns
admitted	ədˈmɪtɪd
admittedly	ædˈmɪtɪdliː
admitting	ædˈmɪtɪŋ
admitting(2)	ədˈmɪtɪŋ
admonish	ædˈmɑːnɪʃ
admonished	ədˈmɑːnɪʃt
admonishes	ædˈmɑːnɪʃɪz
admonishing	ædˈmɑːnɪʃɪŋ
admonishment	ædˈmɑːnɪʃmɛnt
admonition	ˌædməˈnɪʃən
admonitions	ˌædməˈnɪʃənz
admonitory	ˌædˈmɔːnɪˌtɔːɹiː
adnan	ˈædnən
adney	ˈædniː
ado	əˈduː
adobe	əˈdoʊbiː
adobe's	əˈdoʊbiːz
adolescence	ˌædəˈlɛsəns
adolescence(2)	ˌædoʊˈlɛsəns
adolescent	ˌædəˈlɛsənt
adolescent(2)	ˌædoʊˈlɛsənt
adolescents	ˌædəˈlɛsənts
adolescents(2)	ˌædoʊˈlɛsənts
adolf	ˈeɪdɑːlf
adolf's	ˈeɪdɑːlfs
adolfo	əˈdɑːlˌfoʊ
adolph	ˈeɪdɔːlf
adolpha	ɑːˈdoʊlfə
adolphson	ˈædoʊlfsən
adolphus	əˈdɔːlfəs
adon	ɑːˈdɔːn
adonia	ɑːˈdoʊniːə
adonis	əˈdɑːnəs
adopt	əˈdɑːpt
adoptable	əˈdɑːptəbəl
adopted	əˈdɑːptɪd
adoptee	əˈdɑːpˈtiː
adoptees	əˈdɑːpˈtiːz
adopter	əˈdɑːptɚ
adopters	əˈdɑːptɚz
adopting	əˈdɑːptɪŋ
adoption	əˈdɑːpʃən
adoptions	əˈdɑːpʃənz
adoptive	əˈdɑːptɪv
adopts	əˈdɑːpts
ador	ɑːˈdɔːɹ
adora	ɑːˈdɔːɹə
adorabelle	ˈædɚəbəl
adorable	əˈdɔːɹəbəl
adoration	ˌædɚˈeɪʃən
adore	əˈdɔːɹ
adored	əˈdɔːɹd
adoree	ædɚˈiː
adorees	ædɚˈiːz
adores	əˈdɔːɹz
adoring	əˈdɔːɹɪŋ
adorn	əˈdɔːɹn
adorna	ɑːˈdɔːɹnə
adorned	əˈdɔːɹnd
adorning	əˈdɔːɹnɪŋ
adornment	əˈdɔːɹnmənt
adorno	ɑːˈdɔːɹnoʊ
adorns	əˈdɔːɹnz
adra	ˈeɪdɹə
adragna	ɑːˈdɹɑːɡnə
adrda	ˈeɪdɚdə
adrea	ˈɑːdɹiːə
adrenal	əˈdɹiːnəl
adrenalin	əˈdɹɛnəlɪn
adrenaline	əˈdɹɛnələn
adrenergic	ədɹɛˈnɛɹdʒɪk
adria	ˈɑːdɹiːə
adrian	ˈeɪdɹiːən
adriana	ˌeɪdɹiːˈænə
adriance	ɑːˈdɹiːəns
adriano	ɑːdɹiːˈɑːnoʊ
adriatic	ˌeɪdɹiːˈætɪk
adriel	əˈdɹiːl
adrienne	ɑːdɹiːˈɛn
adrift	əˈdɹɪft
adroit	əˈdɹɔɪt
adroitly	əˈdɹɔɪtliː
ads	ˈædz
ads'	ˈædz
adsit	ˈædsɪt
adsl	ˌeɪˌdiːˌɛˈsɛl
adsorption	ədˈsɔːɹpʃən
adss	ˈæds
adss(2)	ˈeɪˈdiːˈɛˈsɛs
adstar	ˈædstɑːɹ
adsteam	ˈædstiːm
adtec	ˈædˌtɛk
adulate	ˈædʒəˌleɪt
adulation	ˌædʒəˈleɪʃən
aduliadae	əˌduːliːˈɑːdeɪ
adult	əˈdʌlt
adult(2)	ˈædəlt
adulterate	əˈdʌltɚˌeɪt
adulterated	əˈdʌltɚˌeɪtɪd
adulterates	əˈdʌltɚˌeɪts
adulteration	əˌdʌltɚˈeɪʃən
adulterer	əˈdʌltɚɚ
adulterers	əˈdʌltɚɚz
adulterous	əˈdʌltɚəs
adultery	əˈdʌltɚiː
adulthood	əˈdʌltˌhʊd
adults	əˈdʌlts
adults(2)	ˈædəlts
adults'	əˈdʌlts
adults'(2)	ˈædəlts
adusdur	ˈædəsdɚ
advacare	ˈædvəˌkɛɹ
advalue	ˈædvəˌluː
advance	ədˈvæns
advance's	ədˈvænsəz
advance's(2)	ədˈvænsɪz
advanced	ədˈvænst
advancement	ədˈvænsmənt
advancements	ədˈvænsmənts
advancer	ədˈvænsɚ
advancers	ədˈvænsɚz
advances	ədˈvænsəz
advances(2)	ədˈvænsɪz
advancing	ədˈvænsɪŋ
advani	ædˈvɑːniː
advanta	ædˈvæntə
advanta(2)	ədˈvæntə
advanta's	ædˈvæntəz
advanta's(2)	ədˈvæntəz
advantage	ædˈvæntɪdʒ
advantaged	ædˈvæntɪdʒd
advantageous	ˌædvənˈteɪdʒəs
advantages	ædˈvæntɪdʒɪz
advantest	ædˈvæntəst
advection	ædˈvɛkʃən
advent	ˈædˌvɛnt
adventist	ˈædˌvɛntɪst
adventists	ˈædˌvɛntɪsts
adventure	ædˈvɛntʃɚ
adventure(2)	ədˈvɛntʃɚ
adventurer	ædˈvɛntʃɚɚ
adventurer(2)	ədˈvɛntʃɚɚ
adventurers	ædˈvɛntʃɚɚz
adventurers(2)	ədˈvɛntʃɚɚz
adventures	ædˈvɛntʃɚz
adventuresome	ædˈvɛntʃɚsəm
adventurism	ædˈvɛntʃɚˌɪzəm
adventurous	ædˈvɛntʃɚəs
adventurous(2)	ədˈvɛntʃɚəs
adverb	ˈædvɚb
adverbial	ædˈvɜːbiːəl
adverbs	ˈædvɚbz
adversarial	ˌædvɚˈsɛɹiːəl
adversaries	ˈædvɚˌsɛɹiːz
adversary	ˈædvɚˌsɛɹiː
adverse	ædˈvɜːs
adverse(2)	ˈædˌvɜːs
adverse(3)	ədˈvɜːs
adversely	ædˈvɜːsliː
adversity	ædˈvɜːsɪˌtiː
adversity(2)	ədˈvɜːsɪtiː
advert	ˈædvɚt
advertise	ˈædvɚˌta͡ɪz
advertised	ˈædvɚˌta͡ɪzd
advertised(2)	ˌædvɚˈta͡ɪzd
advertisement	ædˈvɜːtəzmənt
advertisement(2)	ˌædvɚˈta͡ɪzmənt
advertisements	ˈædvɚˌta͡ɪzmənts
advertiser	ˈædvɚˌta͡ɪzɚ
advertiser's	ˈædvɚˌta͡ɪzɚz
advertisers	ˈædvɚˌta͡ɪzɚz
advertisers'	ˈædˌvɜːˌta͡ɪzɚz
advertises	ˈædvɚˌta͡ɪzɪz
advertising	ˈædvɚˌta͡ɪzɪŋ
advertising's	ˈædvɚˌta͡ɪzɪŋz
advertorial	ˌædvɚˈtɔːɹiːəl
advertorials	ˌædvɚˈtɔːɹiːəlz
advest	ˈædvɛst
advice	ædˈva͡ɪs
advice(2)	ədˈva͡ɪs
advil	ˈædˌvɪl
advil's	ˈædˌvɪlz
advisability	ˌædˌva͡ɪzəˈbɪlɪtiː
advisable	ədˈva͡ɪzəbəl
advise	ædˈva͡ɪz
advise(2)	ədˈva͡ɪz
advised	ædˈva͡ɪzd
advised(2)	ədˈva͡ɪzd
advisedly	ædˈva͡ɪzədliː
advisedly(2)	ədˈva͡ɪzədliː
advisement	ədˈva͡ɪzmənt
adviser	ædˈva͡ɪzɚ
adviser's	ədˈva͡ɪzɚz
advisers	ædˈva͡ɪzɚz
advisers'	ˌædˈva͡ɪzɚz
advises	ædˈva͡ɪzɪz
advising	ædˈva͡ɪzɪŋ
advisor	ædˈva͡ɪzɚ
advisories	ədˈva͡ɪzɚiːz
advisors	ædˈva͡ɪzɚz
advisory	ædˈva͡ɪzɚiː
advo	ˈædvoʊ
advocacy	ˈædvəkəsiː
advocate	ˈædvəkət
advocate(2)	ˈædvəˌkeɪt
advocate's	ˈædvəkəts
advocated	ˈædvəˌkeɪtɪd
advocates	ˈædvəkəts
advocates(2)	ˈædvəˌkeɪts
advocating	ˈædvəˌkeɪtɪŋ
advocation	ˌædvəˈkeɪʃən
adweek	ˈædwiːk
adwell	əˈdwɛl
adwords	ˈæˌdwɜːdz
ady	ˈeɪdiː
adz	ˈædz
ae	ˈeɪ
aegean	ɪˈdʒiːən
aegerter	ˈɛɡɚtɚ
aegis	ˈiːdʒəs
aegon	ˈeɪɡɑːn
aeltus	ˈæltəs
aeneas	ˈæniːəs
aeneid	əˈniːɪd
aeolus	ˈɛoʊlʊs
aequitron	ˈeɪkwɪtɹɑːn
aer	ˈɛɹ
aer(2)	ˈeɪˈiːˈɑːɹ
aerial	ˈɛɹiːəl
aerials	ˈɛɹiːəlz
aerie	ˈɛɹiː
aerien	ˈɛɹiːən
aeriens	ˈɛɹiːənz
aeritalia	ˌɛɹɪˈtæljə
aero	ˈɛɹoʊ
aerobatic	ˌɛɹəˈbætɪk
aerobatics	ˌɛɹəˈbætɪks
aerobic	ɛˈɹoʊbɪk
aerobically	ɛˈɹoʊbɪkliː
aerobics	ɚˈoʊbɪks
aerodrome	ˈɛɹəˌdɹoʊm
aerodromes	ˈɛɹəˌdɹoʊmz
aerodynamic	ˌɛɹoʊda͡ɪˈnæmɪk
aerodynamically	ˌɛɹoʊda͡ɪˈnæmɪkliː
aerodynamicist	ˌɛɹoʊda͡ɪˈnæmɪsɪst
aerodynamicists	ˌɛɹoʊda͡ɪˈnæmɪsɪsts
aerodynamics	ˌɛɹoʊda͡ɪˈnæmɪks
aerodyne	ˈɛɹəˌda͡ɪn
aerodyne's	ˈɛɹəˌda͡ɪnz
aeroflot	ˈɛɹoʊˌflɑːt
aeroflot's	ˈɛɹoʊˌflɑːts
aerogenosa	ˈɛɹədʒəˌnoʊsə
aerojet	ˈɛɹoʊˌdʒɛt
aerojets	ˈɛɹoʊˌdʒɛts
aerolift	ˈɛɹoʊˌlɪft
aerolifts	ˈɛɹoʊˌlɪfts
aerolineas	ˌɛɹoʊˈlɪniːəs
aeromar	ˈɛɹəmɑːɹ
aeromar(2)	ˈɛɹoʊmɑːɹ
aeromexico	ˌɛɹoʊˈmɛksɪˌkoʊ
aeromexico's	ˌɛɹoʊˈmɛksɪˌkoʊz
aeronautic	ˌɛɹoʊˈnɑːtək
aeronautical	ˌɛɹoʊˈnɑːtəkəl
aeronautical(2)	ˌɛɹəˈnɑːtəkəl
aeronauticas	ˌɛɹoʊˈnɔːtɪkəs
aeronautics	ˌɛɹəˈnɔːtɪks
aeroperu	ˌɛɹoʊpeɪˈɹuː
aeroperu's	ˌɛɹoʊpeɪˈɹuːz
aeroquip	ˈɛɹəˌkwɪp
aeroscience	ˌɛɹoʊˈsa͡ɪəs
aerosmith	ˈɛɹoʊˌsmɪθ
aerosmith's	ˈɛɹoʊˌsmɪθs
aerosol	ˈɛɹəˌsɑːl
aerosols	ˈɛɹəˌsɑːlz
aerospace	ˈɛɹoʊˌspeɪs
aerospace's	ˈɛɹoʊˌspeɪsɪz
aerospatiale	ˌɛɹoʊˌspɑːsiːˈɑːl
aerospatiale's	ˌɛɹoʊˌspɑːsiːˈɑːlz
aerostar	ˈɛɹoʊˌstɑːɹ
aerostar's	ˈɛɹoʊˌstɑːɹz
aerostars	ˈɛɹoʊˌstɑːɹz
aerostat	ˈɛɹoʊˌstæt
aerostat's	ˈɛɹoʊˌstæts
aerostats	ˈɛɹoʊˌstæts
aerotech	ˈɛɹoʊˌtɛk
aerovias	ɛɹoʊˈviːəz
aerts	ˈɛɹts
aeschelus	ˈɛskələs
aeschliman	ˈɛʃliːmən
aesop	ˈiːˌsɑːp
aesop's	ˈiːˌsɑːps
aesthenopia	æsθəˈnɔːpjə
aesthete	ˈɛsθiːt
aesthete's	ˈɛsθiːts
aesthetes	ˈɛsθiːts
aesthetic	ɛsˈθɛtɪk
aesthetically	ɛsˈθɛtɪkliː
aesthetics	ɛsˈθɛtɪks
aetna	ˈɛtnə
aetna's	ˈɛtnəz
afanasyev	ˌæfəˈneɪsiːɛv
afar	əˈfɑːɹ
affable	ˈæfəbəl
affably	ˈæfəbliː
affair	əˈfɛɹ
affair's	əˈfɛɹz
affairs	əˈfɛɹz
affect	əˈfɛkt
affectation	ˌæfɛkˈteɪʃən
affected	əˈfɛktɪd
affecting	əˈfɛktɪŋ
affection	əˈfɛkʃən
affectionate	əˈfɛkʃənət
affectionate(2)	əˈfɛkʃənɪt
affectionately	əˈfɛkʃənətliː
affections	əˈfɛkʃənz
affective	əˈfɛktɪv
